production_id,date,time,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
4883,2024-06-12,07-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,11.22631,N,1864.33137
4884,2024-06-12,07-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Preventive Maintenance,Maintenance,16.89272,NW,0.0
4885,2024-06-12,07-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.08938,W,1081.92997
4886,2024-06-12,07-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.96644,E,1918.29863
4887,2024-06-12,07-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.56244,SW,1760.25761
4888,2024-06-12,07-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,16.39991,E,1510.25494
4889,2024-06-12,07-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.40672,W,709.09973
4890,2024-06-12,07-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,15.6501,W,810.856
4891,2024-06-12,07-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.73753,NE,1285.4609
4892,2024-06-12,07-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,5.66889,N,1494.57079
4893,2024-06-12,07-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,3.44631,NE,657.3836
4894,2024-06-12,07-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,3.91202,E,1544.82694
4895,2024-06-12,07-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,22.90815,N,1715.29606
4896,2024-06-12,07-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.76506,NW,718.43358
4897,2024-06-12,08-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.54728,SE,1731.81375
4898,2024-06-12,08-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,23.62965,NW,1662.68186
4899,2024-06-12,08-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.69141,S,1938.96714
4900,2024-06-12,08-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.57012,N,877.01934
4901,2024-06-12,08-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.06261,N,1372.55204
4902,2024-06-12,08-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.52029,NW,1632.01176
4903,2024-06-12,08-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Offline,Operations,16.55041,E,0.0
4904,2024-06-12,08-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,23.26303,S,1387.81678
4905,2024-06-12,08-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.25874,SW,844.83549
4906,2024-06-12,08-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,3.39592,SW,935.98758
4907,2024-06-12,08-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Fault,Engineering,20.54415,NE,0.0
4908,2024-06-12,08-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.28377,SW,810.11552
4909,2024-06-12,08-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.20574,W,1680.35869
4910,2024-06-12,08-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,15.17213,W,1375.31278
4911,2024-06-12,08-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.33307,S,804.30252
4912,2024-06-12,08-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,14.41485,W,759.99842
4913,2024-06-12,08-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.08299,W,842.25831
4914,2024-06-12,08-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.99085,NW,1764.36957
4915,2024-06-12,09-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.68813,NE,603.0443
4916,2024-06-12,09-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,11.86059,N,629.61004
4917,2024-06-12,09-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.17655,E,564.32127
4918,2024-06-12,09-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.38304,W,1316.82458
4919,2024-06-12,09-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,10.58888,NE,1966.35386
4920,2024-06-12,09-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Reactive Maintenance,Maintenance,2.9095,N,0.0
4921,2024-06-12,09-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,19.09964,E,527.60966
4922,2024-06-12,09-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,2.03548,E,1106.55756
4923,2024-06-12,09-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.12726,E,1183.27897
4924,2024-06-12,09-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Offline,Operations,17.07891,E,0.0
4925,2024-06-12,09-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.52945,N,953.97254
4926,2024-06-12,09-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,22.47581,W,1865.2505
4927,2024-06-12,09-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,4.75674,NW,705.04796
4928,2024-06-12,09-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,2.13334,SW,1919.39516
4929,2024-06-12,09-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.34863,S,1906.40523
4930,2024-06-12,09-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,12.53094,W,1044.13458
4931,2024-06-12,09-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,3.4107,S,1722.90117
4932,2024-06-12,09-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,6.83465,N,1751.9174
4933,2024-06-12,10-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,21.1115,SW,511.75893
4934,2024-06-12,10-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,17.99553,S,1045.15857
4935,2024-06-12,10-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,5.71838,N,1807.2835
4936,2024-06-12,10-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,19.03926,SE,1265.76263
4937,2024-06-12,10-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,22.86127,SE,512.24725
4938,2024-06-12,10-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,10.68896,SW,558.88715
4939,2024-06-12,10-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,6.09198,SE,1096.74823
4940,2024-06-12,10-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,19.52649,E,790.9977
4941,2024-06-12,10-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.58233,NE,1977.59548
4942,2024-06-12,10-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.00501,NW,1759.13299
4943,2024-06-12,10-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,16.81594,SE,1227.93703
4944,2024-06-12,10-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,21.31794,N,822.103
4945,2024-06-12,10-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.93286,SE,1046.21847
4946,2024-06-12,10-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,12.45957,SW,1024.86688
4947,2024-06-12,10-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,9.40682,NE,1301.76678
4948,2024-06-12,10-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.72871,E,702.69579
4949,2024-06-12,10-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,17.61509,E,1062.91705
4950,2024-06-12,10-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,3.98237,SE,1385.39514
4951,2024-06-12,11-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.52259,NW,513.90483
4952,2024-06-12,11-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,18.86751,N,1973.89205
4953,2024-06-12,11-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.73312,SW,1060.10358
4954,2024-06-12,11-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Reactive Maintenance,Maintenance,8.66616,W,0.0
4955,2024-06-12,11-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.46942,E,562.28366
4956,2024-06-12,11-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.36483,NW,1980.01883
4957,2024-06-12,11-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.31645,E,746.17257
4958,2024-06-12,11-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.50673,N,597.30664
4959,2024-06-12,11-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.53949,NE,1393.94852
4960,2024-06-12,11-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,16.60735,W,1981.17123
4961,2024-06-12,11-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,17.66234,W,933.4753
4962,2024-06-12,11-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,5.31587,E,1524.38326
4963,2024-06-12,11-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.80139,E,1687.36197
4964,2024-06-12,11-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,18.05308,S,1196.99368
4965,2024-06-12,11-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,22.71334,E,651.37751
4966,2024-06-12,11-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.66111,SW,1110.33099
4967,2024-06-12,11-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Offline,Operations,6.07173,W,0.0
4968,2024-06-12,11-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.41834,S,1590.94647
4969,2024-06-12,12-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.82997,SE,1701.93608
4970,2024-06-12,12-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.26307,NW,1121.7655
4971,2024-06-12,12-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,2.72988,W,763.53083
4972,2024-06-12,12-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.31129,W,1797.79625
4973,2024-06-12,12-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,2.16471,NW,0.0
4974,2024-06-12,12-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.54781,E,962.76092
4975,2024-06-12,12-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.24051,SW,501.21079
4976,2024-06-12,12-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,3.16035,NW,1388.54761
4977,2024-06-12,12-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,2.79778,SW,762.75188
4978,2024-06-12,12-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.91613,NE,1090.13952
4979,2024-06-12,12-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,14.00864,NE,1905.70655
4980,2024-06-12,12-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.52704,SE,622.20348
4981,2024-06-12,12-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.4357,N,1374.71535
4982,2024-06-12,12-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,10.60012,NW,1383.36962
4983,2024-06-12,12-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Inspection,Maintenance,2.24385,SW,0.0
4984,2024-06-12,12-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Offline,Operations,14.54464,S,0.0
4985,2024-06-12,12-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,9.65711,SE,0.0
4986,2024-06-12,12-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.42899,E,1144.9909
4987,2024-06-12,13-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.32309,N,1586.91863
4988,2024-06-12,13-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,3.58712,SE,0.0
4989,2024-06-12,13-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,3.99923,E,810.36213
4990,2024-06-12,13-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,14.63217,E,911.09641
4991,2024-06-12,13-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,17.81546,N,1977.10962
4992,2024-06-12,13-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,6.09264,N,1202.00047
4993,2024-06-12,13-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.97913,N,1573.80979
4994,2024-06-12,13-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,11.39441,S,1705.66567
4995,2024-06-12,13-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,7.81832,SE,1135.96075
4996,2024-06-12,13-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.2179,SE,1993.22956
4997,2024-06-12,13-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.40736,E,570.7996
4998,2024-06-12,13-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.57255,NW,553.10843
4999,2024-06-12,13-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.34017,E,1742.02472
5000,2024-06-12,13-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,5.58931,SE,533.76475
5001,2024-06-12,13-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,11.02509,E,1502.97004
5002,2024-06-12,13-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.67233,SE,565.09847
5003,2024-06-12,13-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,11.44352,SE,1306.91203
5004,2024-06-12,13-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,3.26952,E,1826.21722
5005,2024-06-12,14-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,4.77952,NW,1338.13625
5006,2024-06-12,14-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Offline,Operations,11.36749,E,0.0
5007,2024-06-12,14-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.99434,E,969.70563
5008,2024-06-12,14-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,16.33818,NW,1236.75768
5009,2024-06-12,14-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,23.36205,E,690.09428
5010,2024-06-12,14-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.59712,SE,855.9117
5011,2024-06-12,14-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.6712,NE,1237.68315
5012,2024-06-12,14-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,12.3983,E,669.96203
5013,2024-06-12,14-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.14754,SE,1586.26652
5014,2024-06-12,14-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.85362,SW,1104.18503
5015,2024-06-12,14-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.04958,NW,500.56675
5016,2024-06-12,14-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,22.06819,SW,921.66118
5017,2024-06-12,14-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,18.49655,SE,1199.32466
5018,2024-06-12,14-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.18816,W,1571.98857
5019,2024-06-12,14-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,22.87874,N,1730.28919
5020,2024-06-12,14-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,12.53992,NW,1829.35635
5021,2024-06-12,14-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.76388,SE,1404.69137
5022,2024-06-12,14-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Fault,Engineering,13.74488,SE,0.0
5023,2024-06-12,15-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,14.13297,W,1479.87268
5024,2024-06-12,15-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.31732,SW,1401.5527
5025,2024-06-12,15-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,7.91569,NW,973.36521
5026,2024-06-12,15-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,12.39463,NE,1603.42799
5027,2024-06-12,15-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.34257,SE,766.64286
5028,2024-06-12,15-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.3839,W,1016.06689
5029,2024-06-12,15-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Preventive Maintenance,Maintenance,14.31569,NW,0.0
5030,2024-06-12,15-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,13.64643,S,1601.07334
5031,2024-06-12,15-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,24.37243,SW,604.92426
5032,2024-06-12,15-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.34596,W,632.78243
5033,2024-06-12,15-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.69622,W,1276.24228
5034,2024-06-12,15-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Reactive Maintenance,Maintenance,14.41141,E,0.0
5035,2024-06-12,15-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,12.451,NE,1216.21307
5036,2024-06-12,15-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Inspection,Maintenance,12.43186,SE,0.0
5037,2024-06-12,15-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Preventive Maintenance,Maintenance,18.84303,SW,0.0
5038,2024-06-12,15-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,4.44792,SW,902.00203
5039,2024-06-12,15-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,19.53218,SW,692.67655
5040,2024-06-12,15-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,3.50063,NW,1938.83885
5041,2024-06-12,16-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Reactive Maintenance,Maintenance,11.93331,N,0.0
5042,2024-06-12,16-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.00424,SE,1154.30786
5043,2024-06-12,16-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,19.95393,SW,796.87011
5044,2024-06-12,16-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.43912,E,513.2572
5045,2024-06-12,16-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,18.75834,S,723.09623
5046,2024-06-12,16-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,3.13557,SE,1790.32112
5047,2024-06-12,16-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Preventive Maintenance,Maintenance,3.56084,N,0.0
5048,2024-06-12,16-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,23.18769,NE,550.69197
5049,2024-06-12,16-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,3.78889,SE,790.11206
5050,2024-06-12,16-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,14.45872,NW,965.04474
5051,2024-06-12,16-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.98843,SW,775.40636
5052,2024-06-12,16-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.58795,NW,923.30323
5053,2024-06-12,16-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.54554,SW,1299.21522
5054,2024-06-12,16-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,11.74206,S,503.2656
5055,2024-06-12,16-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.79431,NW,1907.9322
5056,2024-06-12,16-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Preventive Maintenance,Maintenance,8.11958,W,0.0
5057,2024-06-12,16-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,16.10199,W,1645.84633
5058,2024-06-12,16-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.17995,NW,1014.73253
5059,2024-06-12,17-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,16.98096,NW,782.30027
5060,2024-06-12,17-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,10.37959,NW,691.73337
5061,2024-06-12,17-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,10.77721,E,537.40699
5062,2024-06-12,17-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,4.96442,NE,1805.35216
5063,2024-06-12,17-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.83227,NW,1346.21704
5064,2024-06-12,17-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Offline,Operations,7.7939,S,0.0
5065,2024-06-12,17-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,24.79179,S,1933.06971
5066,2024-06-12,17-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,5.87444,NW,1368.7543
5067,2024-06-12,17-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,5.44165,SW,1362.17162
5068,2024-06-12,17-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,18.52792,E,1420.09594
5069,2024-06-12,17-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,23.15152,SW,706.57312
5070,2024-06-12,17-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,2.24643,S,1152.68073
5071,2024-06-12,17-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.78156,SE,1025.07695
5072,2024-06-12,17-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,12.25319,SE,1979.31093
5073,2024-06-12,17-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,14.42946,NE,1289.51473
5074,2024-06-12,17-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,6.15834,S,719.53664
5075,2024-06-12,17-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,16.87576,SW,1543.13734
5076,2024-06-12,17-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.55187,W,593.78982
5077,2024-06-12,18-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Offline,Operations,14.61425,N,0.0
5078,2024-06-12,18-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,10.89768,E,1818.68433
5079,2024-06-12,18-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,10.46662,SW,1077.39434
5080,2024-06-12,18-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.22571,S,505.05041
5081,2024-06-12,18-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,12.56908,E,1350.35415
5082,2024-06-12,18-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,3.67546,W,545.86142
5083,2024-06-12,18-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,3.84838,S,1658.56213
5084,2024-06-12,18-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.84829,S,1866.63825
5085,2024-06-12,18-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,11.61885,N,1131.96028
5086,2024-06-12,18-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,12.96387,NW,1190.96914
5087,2024-06-12,18-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,22.43573,SE,0.0
5088,2024-06-12,18-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,14.06448,NE,1098.49596
5089,2024-06-12,18-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.48982,S,1632.28668
5090,2024-06-12,18-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.11789,SE,1047.22929
5091,2024-06-12,18-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,14.46402,N,1893.98306
5092,2024-06-12,18-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.93045,NE,1358.48093
5093,2024-06-12,18-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,18.56334,W,1948.71343
5094,2024-06-12,18-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.17741,SW,1416.92261
5095,2024-06-12,19-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.18862,SW,1107.41225
